4,1547,3079,55,620,812,30,286,1
9,1328,3425,61,1365,1341,9,231,1
14,608,78,57,557,1785,5,112,1
18,626,118,60,1408,1059,11,54,1
8,1297,2415,20,1600,1132,8,61,1
20,625,45,61,840,1599,5,58,1
8,1710,2109,62,1522,1997,3,140,1
6,1500,2520,59,595,1270,26,269,1
9,1494,2300,21,620,1653,13,54,1
3,1211,1972,19,620,1037,20,87,1
6,1669,3508,23,616,966,16,225,1
19,614,147,19,569,770,16,36,1
24,1318,130,59,538,949,21,51,1
6,1677,3192,18,1126,1084,20,174,1
7,1623,2590,59,619,1456,13,48,1
18,1243,77,21,1080,939,26,89,1
6,1467,3361,18,880,987,9,220,1
1,1054,2109,61,645,1709,8,51,1
28,701,88,62,649,1160,23,76,1
9,1449,2883,19,1148,985,10,211,1
12,1311,1705,60,569,1062,21,197,1
23,760,84,21,1222,890,19,63,1
20,503,108,17,689,900,20,62,1
15,535,77,25,522,972,10,57,1
26,1035,87,21,593,740,15,61,1
23,1558,94,20,637,1904,17,167,1
9,2003,1579,58,733,920,15,52,1
12,1101,3051,61,647,1142,14,87,1
5,1675,1870,60,623,1094,11,68,1
15,1493,1997,20,544,1024,23,182,1
20,1374,100,21,1101,974,10,80,1
15,914,102,61,588,887,21,54,1
4,1338,2025,22,1187,1150,16,134,1
25,813,63,19,1485,996,14,49,1
21,843,96,17,685,718,15,78,1
8,944,2655,21,692,937,10,44,1
22,1088,64,22,1087,1180,21,53,1
6,1220,2088,17,1445,1036,10,64,1
21,1623,54,57,583,1138,10,135,1
16,1844,2404,19,581,1141,21,49,1
9,1724,3470,61,520,885,12,128,1
9,1310,2383,57,532,523,12,240,1
18,689,69,63,649,644,18,114,1
20,616,57,60,1576,1024,12,57,1
9,1456,2654,14,605,1056,13,64,1
2,1556,2571,20,598,1948,14,74,1
22,620,115,59,1518,1842,19,40,1
4,1569,2512,18,822,907,5,242,1
7,1105,1954,20,696,1596,14,135,1
14,873,70,59,1182,1216,16,60,1
23,508,44,19,534,832,25,107,1
8,1254,2181,60,650,994,11,40,1
6,1865,2762,59,804,905,24,63,1
20,577,119,61,711,935,19,54,1
9,1459,2830,61,1055,919,8,149,1
9,1633,1927,55,634,1078,15,35,1
19,652,114,57,673,759,16,50,1
8,1297,1768,61,1580,504,8,39,1
21,647,71,61,1168,1115,11,76,1
18,936,68,60,1437,855,23,59,1
15,909,122,15,579,958,22,60,1
20,1323,97,20,625,1026,14,46,1
7,1597,3058,18,1544,1021,19,53,1
7,1613,3780,60,588,1247,8,49,1
14,1334,83,16,621,956,16,57,1
14,637,131,19,549,795,29,116,1
13,1153,2314,58,901,922,28,71,1
2,1564,2446,16,1281,1609,15,76,1
20,486,107,61,606,1117,16,57,1
12,1238,3807,20,1457,1034,16,57,1
4,1146,2958,57,503,1009,14,176,1
19,1222,85,17,906,1223,11,57,1
16,1279,88,61,1537,1504,25,59,1
16,1085,106,18,1347,794,14,275,1
4,1548,2213,17,788,1137,12,78,1
13,1140,1863,24,1195,1845,15,285,1
22,1500,4041,22,1310,954,14,238,1
23,808,99,55,554,1250,11,65,1
16,1350,131,58,647,1005,17,58,1
22,1013,113,58,618,553,26,101,1
6,1728,3829,60,601,1153,22,30,1
25,1107,74,18,1438,723,24,221,1
23,858,71,59,1267,640,17,292,1
19,590,109,63,779,1038,25,279,1
11,1466,2078,22,1016,936,9,68,1
17,532,68,17,1624,893,17,182,1
12,1555,3150,17,1425,1132,16,53,1
6,1142,3705,20,696,1114,18,62,1
7,1822,3557,17,520,1951,24,73,1
21,489,80,58,618,1693,1,68,1
22,619,137,63,1268,793,7,33,1
11,1459,2937,18,1082,1035,17,256,1
21,1013,131,23,1417,1905,6,58,1
14,1302,1646,19,683,1051,24,45,1
8,1635,3372,21,930,1003,11,58,1
16,528,66,64,570,1143,14,67,1
3,1572,4486,61,632,1903,20,59,1
15,880,82,21,813,1565,22,68,1
24,1410,96,21,607,1154,16,66,1
6,1754,3300,60,683,1137,17,76,1
17,578,89,61,711,1641,10,243,1
10,1095,1161,19,754,1584,14,75,1
8,1584,2484,61,640,923,20,49,1
7,1378,1175,64,647,1045,13,74,1
21,1054,141,22,917,957,13,56,1
3,1659,2431,59,593,1024,14,51,1
22,491,105,22,600,943,21,137,1
20,636,105,23,658,994,15,267,1
25,818,82,20,1096,1390,11,44,1
17,668,100,58,669,915,17,136,1
6,1610,1465,17,681,1787,14,56,1
10,1695,1293,19,495,857,16,234,1
26,631,111,20,598,1046,19,145,1
17,1467,72,65,569,957,14,39,1
26,566,112,21,1424,895,20,65,1
28,607,91,60,653,1119,15,79,1
18,511,110,57,1575,806,14,59,1
9,1229,1781,60,997,919,9,46,1
6,1344,2362,59,624,1234,19,99,1
0,1343,2329,61,631,1102,13,65,1
19,1309,93,18,1141,778,18,62,1
18,1066,133,59,588,618,24,163,1
19,570,107,55,593,1086,27,43,1
4,959,3021,60,1286,1012,11,193,1
15,561,68,59,684,1995,11,75,1
2,1356,2347,60,612,1294,28,48,1
17,1645,132,20,1376,1178,17,56,1
26,1595,69,18,567,964,16,166,1
13,1467,3295,21,628,1015,16,280,1
23,918,71,57,989,1476,21,83,1
14,1412,2126,23,627,1917,17,224,1
22,1108,134,59,509,1126,13,67,1
5,1509,2195,21,1532,934,21,53,1
0,1414,2580,20,1612,1402,22,133,1
13,1017,2122,20,553,1202,7,123,1
14,1382,2398,57,1405,671,20,69,1
17,1611,127,19,1370,884,14,44,1
27,633,67,61,585,1702,13,179,1
7,1673,2076,64,1090,684,14,43,1
17,908,114,62,584,950,11,143,1
15,667,77,20,568,993,19,56,1
19,1145,101,17,653,1046,14,52,1
21,640,129,61,617,1933,17,82,1
21,745,91,58,566,1636,21,261,1
8,1504,2488,58,875,1401,21,89,1
26,1099,104,58,529,775,8,170,1
11,1263,3740,54,638,1025,26,117,1
17,617,97,63,1232,1193,18,198,1
5,1522,2762,19,564,1614,17,56,1
9,1600,2944,57,788,1030,17,55,1
19,590,94,64,795,907,20,61,1
12,1726,696,64,1279,727,18,144,1
7,1600,1438,59,1312,1065,12,68,1
17,650,102,58,447,1528,7,72,1
9,1385,1648,22,814,1007,8,53,1
10,1658,2794,63,631,958,17,152,1
22,683,117,22,951,1053,11,61,1
4,1568,3863,19,896,887,6,56,1
11,1689,1704,64,1572,1146,20,67,1
23,1329,115,19,1538,1400,21,290,1
18,572,99,58,638,940,23,59,1
23,626,62,60,651,941,6,217,1
20,674,105,23,655,979,14,71,1
15,1442,3443,22,641,785,19,263,1
21,993,116,23,801,1088,14,95,1
7,1693,2076,23,805,902,16,289,1
18,575,102,18,657,1033,17,97,1
25,527,110,20,518,1868,23,61,1
21,628,73,62,605,779,32,198,1
22,1514,137,62,666,660,15,220,1
12,1184,1317,60,1436,1110,18,192,1
23,1079,88,21,1627,961,10,66,1
13,1624,1416,18,1106,1171,20,59,1
21,760,118,16,522,1390,21,36,1
13,1471,4108,55,624,1508,14,201,1
17,1147,94,21,855,982,22,49,1
23,1626,95,23,1441,1110,21,45,1
7,1700,1372,61,1047,1600,21,258,1
14,643,124,62,617,994,17,243,1
9,1607,2470,17,1508,1236,6,293,1
6,1751,2405,63,612,683,24,50,1
12,1845,1459,17,548,1113,10,176,1
15,531,87,63,916,1025,18,158,1
17,539,98,61,1054,506,7,159,1
8,1921,2768,22,718,698,8,69,1
17,624,114,19,836,1123,28,84,1
13,1634,2978,22,1510,1644,13,58,1
8,1478,3114,60,1204,969,14,57,1
16,879,136,21,1545,1884,26,33,1
5,1282,2952,60,521,1515,24,208,1
4,1588,3051,23,946,951,10,57,1
11,689,139,22,592,913,12,34,1
19,994,121,62,697,1890,18,268,1
12,1294,1245,21,591,910,29,45,1
13,1368,1565,62,1170,1042,13,48,1
6,1302,1429,55,635,1037,21,299,1
21,608,112,60,582,1406,8,78,1
11,1032,1362,21,1459,1042,17,123,1
1,1124,2046,19,1476,1142,14,150,1
4,1786,2313,22,1426,1776,12,58,1
3,1560,2498,71,2160,1418,7,217,0
9,1330,2548,86,2711,1172,16,166,0
9,1681,2533,32,2273,1617,14,123,0
16,1616,1315,15,2466,1977,29,88,0
7,1326,3444,67,2440,1717,18,270,0
12,1834,2260,69,2526,1218,14,255,0
9,1192,3833,86,3298,1307,18,38,0
9,1490,3047,71,2550,1567,7,126,0
14,1560,3044,33,2205,1080,11,285,0
14,1067,1215,26,3083,891,20,180,0
11,1731,3474,42,2339,1725,14,214,0
3,1472,1978,78,2101,1354,8,95,0
2,1232,2030,72,3344,1546,5,160,0
11,1760,3717,22,2468,1241,24,276,0
9,1204,3866,36,2165,1834,0,237,0
9,919,2702,88,2092,1167,7,164,0
7,1626,1549,94,2060,1090,1,192,0
13,1412,2706,26,2783,1351,11,94,0
11,1609,2339,20,3290,1622,17,236,0
6,1906,2399,82,2684,1713,17,78,0
8,1211,2068,35,2319,1087,6,115,0
8,1283,2710,12,3094,1575,16,66,0
8,1843,1577,52,1455,1432,15,77,0
0,1737,2931,54,3588,806,13,281,0
6,1385,2724,82,1985,1608,9,213,0
1,1452,3729,11,2313,1100,16,165,0
13,1446,2501,58,3232,1724,25,168,0
7,1273,3170,47,2022,1686,10,231,0
8,1488,2019,59,1700,1883,11,35,0
10,1746,3009,13,2191,1543,15,64,0
6,1591,2298,54,1996,1586,11,130,0
12,1705,3931,89,3668,1834,3,35,0
1,1610,3644,63,1812,1312,1,222,0
15,1635,2278,60,2441,1303,16,62,0
13,1679,2099,87,2522,981,22,54,0
4,1517,2806,34,3130,1495,19,79,0
8,1732,3189,12,2688,1732,10,65,0
3,1920,1755,31,2364,996,18,168,0
4,1366,2110,37,2759,1437,14,286,0
4,1830,2001,60,2843,1172,11,190,0
11,1750,4004,24,2361,1839,23,79,0
3,2231,1474,77,2471,1928,15,127,0
10,1358,2174,90,2563,1205,12,148,0
4,1587,2506,76,1944,1724,11,191,0
6,1725,2896,91,2662,1301,3,299,0
5,1666,3781,51,2408,1716,7,212,0
12,1235,1975,36,3180,1959,14,85,0
1,1782,3716,21,1804,1769,4,227,0
13,1718,1059,14,2740,1689,10,291,0
6,1103,1744,26,3143,1745,6,178,0
11,1470,1671,61,2109,1489,19,130,0
10,1641,1247,74,2769,1064,7,228,0
6,1831,2466,79,2133,1591,6,208,0
8,1455,1525,30,1889,906,15,249,0
10,1544,2388,83,2851,1811,22,80,0
7,1819,3104,31,1929,801,16,48,0
13,1968,2473,93,2080,815,23,30,0
13,1496,2129,51,3094,1861,15,125,0
11,1315,2644,27,928,973,7,95,0
4,1262,2519,70,2664,1661,7,265,0
9,1384,1835,51,1989,1593,13,195,0
6,1256,1958,77,2497,1738,16,159,0
6,1695,1701,37,1811,1528,8,33,0
8,1368,1334,81,2202,1398,24,95,0
6,1452,1722,73,2754,249,3,60,0
10,1574,1307,48,2068,1488,13,147,0
4,1416,2657,52,2575,1567,21,106,0
5,1913,2327,64,2855,1956,4,249,0
11,1525,2453,84,2458,1418,10,212,0
15,1409,3278,54,2077,1246,13,259,0
9,1559,1950,84,3231,1695,23,177,0
12,1527,3015,72,1883,1321,20,256,0
6,1454,2918,95,2174,2031,15,203,0
11,1394,2609,70,2919,1547,10,221,0
8,943,1201,22,2358,1604,19,294,0
17,1749,1462,54,3529,1705,6,158,0
11,1659,3297,70,2252,1635,19,155,0
3,1577,3025,94,2259,1868,8,291,0
12,1459,2331,65,2828,1602,7,144,0
8,1843,2118,32,2702,1269,8,243,0
13,1436,2480,82,2615,2195,20,126,0
13,1134,3337,54,2483,1440,19,228,0
8,1739,3365,52,2601,1645,13,227,0
12,1405,2979,66,1922,1393,24,262,0
10,1097,3073,60,2781,1837,16,117,0
1,1340,2655,56,3080,1475,5,272,0
6,1601,1487,33,2219,1427,6,96,0
15,1728,2577,52,2043,1653,17,143,0
8,2160,2816,69,2357,1307,3,282,0
7,1839,2293,61,3273,1148,19,269,0
3,1677,1599,12,2066,1621,0,216,0
10,1756,1489,46,3345,1765,8,44,0
5,1408,2438,60,2145,1627,11,159,0
13,1703,2791,45,2584,1792,14,292,0
3,1364,805,16,2113,855,15,262,0
5,1551,3245,50,2837,1367,10,232,0
10,1689,2958,53,3420,1689,6,191,0
7,1658,1616,74,1595,1123,18,98,0
